Date,Component,MOS,Cutoff_SGT,Cutoff_SSG,Eligibles_SGT,Eligibles_SSG,Promotions_SGT,Promotions_SSG
2024-FEB,ACTIVE,88M,244,526,420,1003,123,38
2024-FEB,ACTIVE,88N,267,440,37,93,12,5
2024-FEB,ACTIVE,89A,24,,3,,3,
2024-FEB,ACTIVE,89B,406,455,233,87,5,8
2024-FEB,ACTIVE,89D,24,24,6,8,6,8
2024-FEB,ACTIVE,91A,24,399,7,96,7,3
2024-FEB,ACTIVE,91B,337,541,993,1297,85,34
2024-FEB,ACTIVE,91C,382,798,142,231,6,0
2024-FEB,ACTIVE,91D,414,798,212,227,7,0
2024-FEB,ACTIVE,91E,349,620,96,134,8,2
2024-FEB,ACTIVE,91F,411,616,183,192,11,4
2024-FEB,ACTIVE,91H,109,398,13,56,9,5
2024-FEB,ACTIVE,91J,798,,71,,0,
2024-FEB,ACTIVE,91L,24,469,2,32,2,2
2024-FEB,ACTIVE,91M,24,798,6,90,6,0
2024-FEB,ACTIVE,91P,79,388,3,24,3,1
2024-FEB,ACTIVE,91S,379,798,90,136,1,0
2024-FEB,ACTIVE,92A,363,631,491,770,32,9
2024-FEB,ACTIVE,92F,379,609,546,590,25,17
2024-FEB,ACTIVE,92G,132,446,47,353,33,13
2024-FEB,ACTIVE,92L,434,,20,,3,
2024-FEB,ACTIVE,92M,393,798,9,5,1,0
2024-FEB,ACTIVE,92R,283,471,47,90,9,6
2024-FEB,ACTIVE,92S,259,798,6,21,2,0
2024-FEB,ACTIVE,92W,297,581,57,115,11,3
2024-FEB,ACTIVE,92Y,276,479,436,872,55,24
2024-FEB,ACTIVE,94A,387,798,23,13,1,0
2024-FEB,ACTIVE,94D,798,798,7,4,0,0
2024-FEB,ACTIVE,94E,360,798,62,7,5,0
2024-FEB,ACTIVE,94F,510,798,112,25,1,0
2024-FEB,ACTIVE,94H,300,397,5,7,2,1
2024-FEB,ACTIVE,94M,798,798,25,10,0,0
2024-FEB,ACTIVE,94P,24,798,0,5,0,0
2024-FEB,ACTIVE,94R,478,798,31,11,2,0
2024-FEB,ACTIVE,94S,185,798,2,2,1,0
2024-FEB,ACTIVE,94T,798,798,36,9,0,0
2024-FEB,ACTIVE,94Y,798,798,8,15,0,0
2025-FEB,ACTIVE,11B,482,543,2936,1934,156,60
2025-FEB,ACTIVE,11C,453,507,423,182,32,18
2025-FEB,ACTIVE,12B,24,387,48,351,48,26
2025-FEB,ACTIVE,12C,229,609,12,86,9,3
2025-FEB,ACTIVE,12D,24,24,1,2,1,2
2025-FEB,ACTIVE,12H,,382,,47,,16
2025-FEB,ACTIVE,12K,119,,5,,5,
2025-FEB,ACTIVE,12M,434,24,18,1,3,1
2025-FEB,ACTIVE,12N,373,610,142,237,29,24
2025-FEB,ACTIVE,12P,24,730,3,91,3,1
2025-FEB,ACTIVE,12R,24,,4,,4,
2025-FEB,ACTIVE,12T,24,24,3,2,3,2
2025-FEB,ACTIVE,12W,316,,17,,5,
2025-FEB,ACTIVE,12Y,24,252,2,7,2,3
2025-FEB,ACTIVE,13B,24,314,54,181,54,36
2025-FEB,ACTIVE,13F,24,431,31,234,31,16
2025-FEB,ACTIVE,13J,334,363,160,79,17,13
2025-FEB,ACTIVE,13M,24,24,9,9,9,9
2025-FEB,ACTIVE,13R,440,445,56,15,3,2
2025-FEB,ACTIVE,14E,430,456,126,70,7,5
2025-FEB,ACTIVE,14G,552,571,234,95,4,6
2025-FEB,ACTIVE,14H,404,588,89,91,13,7
2025-FEB,ACTIVE,14P,468,648,150,162,12,4
2025-FEB,ACTIVE,14T,476,515,232,139,12,8
2025-FEB,ACTIVE,15B,798,798,110,42,0,0
2025-FEB,ACTIVE,15C,659,662,234,66,9,7
2025-FEB,ACTIVE,15D,798,798,118,47,0,0
2025-FEB,ACTIVE,15E,533,574,82,31,7,4
2025-FEB,ACTIVE,15F,612,798,63,24,1,0
2025-FEB,ACTIVE,15G,527,660,86,53,10,7
2025-FEB,ACTIVE,15H,494,798,34,31,1,0
2025-FEB,ACTIVE,15M,389,619,50,38,10,9
2025-FEB,ACTIVE,15N,255,771,22,63,5,1
2025-FEB,ACTIVE,15P,352,798,66,114,9,0
2025-FEB,ACTIVE,15Q,286,798,40,17,3,0
2025-FEB,ACTIVE,15R,576,693,517,263,16,10
2025-FEB,ACTIVE,15T,501,551,462,378,19,9
2025-FEB,ACTIVE,15U,565,668,271,222,10,7
2025-FEB,ACTIVE,15W,447,569,139,74,19,19
2025-FEB,ACTIVE,15Y,407,696,146,146,18,8
2025-FEB,ACTIVE,17C,93,144,14,15,14,13
2025-FEB,ACTIVE,17E,24,24,7,10,7,10
2025-FEB,ACTIVE,19C,349,394,166,66,35,11
2025-FEB,ACTIVE,19D,24,284,114,125,114,49
2025-FEB,ACTIVE,19K,24,232,36,57,36,18
2025-FEB,ACTIVE,25B,624,712,968,691,39,17
2025-FEB,ACTIVE,25D,,24,,0,,0
2025-FEB,ACTIVE,25E,,798,,0,,0
2025-FEB,ACTIVE,25H,522,685,622,520,19,4
2025-FEB,ACTIVE,25S,441,723,146,241,11,4
2025-FEB,ACTIVE,25U,562,727,931,793,45,21
2025-FEB,ACTIVE,27D,798,798,31,132,0,0
2025-FEB,ACTIVE,31B,500,650,611,578,81,34
2025-FEB,ACTIVE,31D,24,408,0,7,0,2
2025-FEB,ACTIVE,31E,798,798,34,132,0,0
2025-FEB,ACTIVE,31K,548,674,57,18,4,1
2025-FEB,ACTIVE,35F,574,570,749,434,48,39
2025-FEB,ACTIVE,35G,564,630,252,159,25,20
2025-FEB,ACTIVE,35L,24,798,13,57,13,0
2025-FEB,ACTIVE,35M,522,579,151,102,11,6
2025-FEB,ACTIVE,35N,413,453,271,183,23,13
2025-FEB,ACTIVE,35PAZ,24,798,4,19,4,0
2025-FEB,ACTIVE,35PCM,24,24,4,2,4,2
2025-FEB,ACTIVE,35PFR,798,798,17,2,0,0
2025-FEB,ACTIVE,35PKP,798,798,23,48,0,0
2025-FEB,ACTIVE,35PPF,798,798,17,12,0,0
2025-FEB,ACTIVE,35PQB,620,798,47,33,2,0
2025-FEB,ACTIVE,35PRU,24,24,1,1,1,1
2025-FEB,ACTIVE,35S,24,380,7,53,7,8
2025-FEB,ACTIVE,35T,511,798,111,53,6,0
2025-FEB,ACTIVE,36B,692,798,159,100,6,0
2025-FEB,ACTIVE,37F,,24,,11,,11
2025-FEB,ACTIVE,42A,577,566,857,772,47,31
2025-FEB,ACTIVE,42R,798,798,58,124,0,0
2025-FEB,ACTIVE,46S,798,409,4,45,0,5
2025-FEB,ACTIVE,46T,614,798,31,24,1,0
2025-FEB,ACTIVE,46V,798,720,58,67,0,2
2025-FEB,ACTIVE,51C,,24,,0,,0
2025-FEB,ACTIVE,56M,422,672,74,165,10,12
2025-FEB,ACTIVE,68A,477,554,44,55,6,4
2025-FEB,ACTIVE,68B,798,798,10,7,0,0
2025-FEB,ACTIVE,68C,475,570,145,164,25,14
2025-FEB,ACTIVE,68D,508,538,84,69,7,7
2025-FEB,ACTIVE,68E,680,769,161,119,6,4
2025-FEB,ACTIVE,68F,173,587,8,41,5,5
2025-FEB,ACTIVE,68G,508,636,47,57,4,3
2025-FEB,ACTIVE,68H,607,708,17,13,2,2
2025-FEB,ACTIVE,68J,798,798,65,72,0,0
2025-FEB,ACTIVE,68K,642,738,161,135,6,3
2025-FEB,ACTIVE,68L,798,798,3,21,0,0
2025-FEB,ACTIVE,68M,631,580,39,30,2,1
2025-FEB,ACTIVE,68P,702,698,124,73,1,1
2025-FEB,ACTIVE,68Q,619,683,69,62,3,5
2025-FEB,ACTIVE,68R,642,794,122,126,3,1
2025-FEB,ACTIVE,68S,646,798,33,52,1,0
2025-FEB,ACTIVE,68T,798,798,67,61,0,0
2025-FEB,ACTIVE,68V,24,741,0,107,0,2
2025-FEB,ACTIVE,68W,423,631,783,1188,84,37
2025-FEB,ACTIVE,68X,454,566,84,100,9,4
2025-FEB,ACTIVE,68Y,24,798,0,5,0,0
2025-FEB,ACTIVE,74D,295,443,214,404,59,29
2025-FEB,ACTIVE,79R,,24,,0,,0
2025-FEB,ACTIVE,79S,,798,,5,,0
2025-FEB,ACTIVE,88H,798,798,186,183,0,0
2025-FEB,ACTIVE,88K,24,308,6,2,6,2
2025-FEB,ACTIVE,88L,24,798,1,8,1,0
2025-FEB,ACTIVE,88M,316,641,371,1108,85,39
2025-FEB,ACTIVE,88N,798,601,125,197,0,8
2025-FEB,ACTIVE,89A,24,,1,,1,
2025-FEB,ACTIVE,89B,497,421,218,80,12,11
2025-FEB,ACTIVE,89D,24,279,3,19,3,11
2025-FEB,ACTIVE,91A,24,354,8,125,8,21
2025-FEB,ACTIVE,91B,455,638,1056,1435,85,35
2025-FEB,ACTIVE,91C,454,798,131,217,13,2
2025-FEB,ACTIVE,91D,457,767,188,235,18,7
2025-FEB,ACTIVE,91E,798,798,92,127,0,0
2025-FEB,ACTIVE,91F,561,798,206,199,9,2
2025-FEB,ACTIVE,91H,24,798,1,87,1,0
2025-FEB,ACTIVE,91J,605,,73,,2,
2025-FEB,ACTIVE,91L,24,625,8,55,8,1
2025-FEB,ACTIVE,91M,24,431,7,141,7,12
2025-FEB,ACTIVE,91P,24,480,2,27,2,6
2025-FEB,ACTIVE,91S,479,727,87,152,7,1
2025-FEB,ACTIVE,92A,523,767,583,961,20,5
2025-FEB,ACTIVE,92F,499,727,539,705,50,31
2025-FEB,ACTIVE,92G,131,542,65,342,35,8
2025-FEB,ACTIVE,92L,548,,19,,3,
2025-FEB,ACTIVE,92M,183,24,4,1,2,1
2025-FEB,ACTIVE,92R,479,798,68,156,4,0
2025-FEB,ACTIVE,92S,24,535,2,8,2,2
2025-FEB,ACTIVE,92W,431,722,78,116,6,3
2025-FEB,ACTIVE,92Y,416,566,608,1193,75,43
2025-FEB,ACTIVE,94A,798,798,14,8,0,0
2025-FEB,ACTIVE,94D,798,798,9,8,0,0
2025-FEB,ACTIVE,94E,462,510,56,30,4,3
2025-FEB,ACTIVE,94F,798,798,80,17,0,0
2025-FEB,ACTIVE,94H,106,307,5,5,4,3
2025-FEB,ACTIVE,94M,545,463,30,23,1,2
2025-FEB,ACTIVE,94P,24,515,4,12,4,2
2025-FEB,ACTIVE,94R,565,603,26,12,3,1
2025-FEB,ACTIVE,94S,24,127,0,5,0,5
2025-FEB,ACTIVE,94T,653,523,40,14,2,3
2025-FEB,ACTIVE,94Y,304,798,1,6,1,0
2024-JAN,ACTIVE,11B,317,365,1957,1220,295,140
2024-JAN,ACTIVE,11C,345,798,226,18,10,0
2024-JAN,ACTIVE,12B,24,342,48,268,48,21
2024-JAN,ACTIVE,12C,798,425,2,52,0,1
2024-JAN,ACTIVE,12D,24,24,0,0,0,0
2024-JAN,ACTIVE,12H,,798,,27,,0
2024-JAN,ACTIVE,12K,798,,0,,0,
2024-JAN,ACTIVE,12M,798,24,5,0,0,0
2024-JAN,ACTIVE,12N,316,525,160,175,25,10
2024-JAN,ACTIVE,12P,24,798,0,74,0,0
2024-JAN,ACTIVE,12R,168,,4,,3,
2024-JAN,ACTIVE,12T,264,321,18,4,7,4
2024-JAN,ACTIVE,12W,238,,10,,4,
2024-JAN,ACTIVE,12Y,239,24,31,4,12,4
2024-JAN,ACTIVE,13B,24,276,38,173,38,50
2024-JAN,ACTIVE,13F,24,284,24,150,24,27
2024-JAN,ACTIVE,13J,250,312,134,39,27,9
2024-JAN,ACTIVE,13M,24,24,17,13,17,13
2024-JAN,ACTIVE,13R,798,798,48,1,0,0
2024-JAN,ACTIVE,14E,300,798,172,46,10,0
2024-JAN,ACTIVE,14G,391,405,207,57,6,7
2024-JAN,ACTIVE,14H,798,798,87,71,0,0
2024-JAN,ACTIVE,14P,304,440,99,109,6,2
2024-JAN,ACTIVE,14T,346,411,301,132,30,21
2024-JAN,ACTIVE,15B,530,609,122,26,1,2
2024-JAN,ACTIVE,15C,476,798,200,54,5,0
2024-JAN,ACTIVE,15D,522,798,118,51,2,0
2024-JAN,ACTIVE,15E,417,798,124,31,4,0
2024-JAN,ACTIVE,15F,470,617,74,33,1,2
2024-JAN,ACTIVE,15G,497,798,104,43,2,0
2024-JAN,ACTIVE,15H,480,798,56,37,3,0
2024-JAN,ACTIVE,15M,453,798,57,37,1,0
2024-JAN,ACTIVE,15N,417,798,35,62,1,0
2024-JAN,ACTIVE,15P,214,459,25,72,10,3
2024-JAN,ACTIVE,15Q,297,24,47,4,6,4
2024-JAN,ACTIVE,15R,440,553,482,216,14,7
2024-JAN,ACTIVE,15T,371,551,470,312,19,3
2024-JAN,ACTIVE,15U,357,517,180,174,14,10
2024-JAN,ACTIVE,15W,433,528,204,75,12,4
2024-JAN,ACTIVE,15Y,369,558,172,130,8,6
2024-JAN,ACTIVE,17C,91,24,7,4,7,4
2024-JAN,ACTIVE,17E,24,24,5,3,5,3
2024-JAN,ACTIVE,19D,296,314,279,192,10,15
2024-JAN,ACTIVE,19K,24,24,38,23,38,23
2024-JAN,ACTIVE,25B,465,565,925,512,58,6
2024-JAN,ACTIVE,25D,,24,,0,,0
2024-JAN,ACTIVE,25E,,798,,1,,0
2024-JAN,ACTIVE,25H,395,534,616,506,20,12
2024-JAN,ACTIVE,25S,416,611,285,231,14,3
2024-JAN,ACTIVE,25U,421,576,803,768,40,14
2024-JAN,ACTIVE,27D,264,460,35,139,11,5
2024-JAN,ACTIVE,31B,332,486,286,412,37,25
2024-JAN,ACTIVE,31D,24,468,1,37,1,4
2024-JAN,ACTIVE,31E,24,478,7,124,7,9
2024-JAN,ACTIVE,31K,505,592,69,25,1,1
2024-JAN,ACTIVE,35F,421,419,604,311,29,25
2024-JAN,ACTIVE,35G,476,521,246,96,2,3
2024-JAN,ACTIVE,35L,24,310,3,31,3,10
2024-JAN,ACTIVE,35M,390,478,113,79,15,5
2024-JAN,ACTIVE,35N,354,459,296,129,20,10
2024-JAN,ACTIVE,35PAZ,24,558,1,43,1,2
2024-JAN,ACTIVE,35PCM,24,24,4,4,4,4
2024-JAN,ACTIVE,35PFR,798,798,4,4,0,0
2024-JAN,ACTIVE,35PKP,24,798,0,18,0,0
2024-JAN,ACTIVE,35PPF,798,555,9,20,0,3
2024-JAN,ACTIVE,35PQB,798,798,45,26,0,0
2024-JAN,ACTIVE,35PRU,24,24,3,0,3,0
2024-JAN,ACTIVE,35S,24,404,8,48,8,5
2024-JAN,ACTIVE,35T,355,391,102,34,16,12
2024-JAN,ACTIVE,36B,798,510,130,28,0,3
2024-JAN,ACTIVE,37F,,24,,13,,13
2024-JAN,ACTIVE,42A,430,535,875,625,96,74
2024-JAN,ACTIVE,42R,798,798,19,89,0,0
2024-JAN,ACTIVE,46S,24,366,3,14,3,4
2024-JAN,ACTIVE,46T,388,517,30,24,5,6
2024-JAN,ACTIVE,46V,798,798,64,61,0,0
2024-JAN,ACTIVE,51C,,24,,0,,0
2024-JAN,ACTIVE,56M,298,535,68,162,14,9
2024-JAN,ACTIVE,68A,440,536,28,39,2,3
2024-JAN,ACTIVE,68B,378,461,5,4,1,2
2024-JAN,ACTIVE,68C,394,599,189,167,18,5
2024-JAN,ACTIVE,68D,481,585,100,70,4,1
2024-JAN,ACTIVE,68E,529,676,131,100,2,2
2024-JAN,ACTIVE,68F,24,569,4,37,4,1
2024-JAN,ACTIVE,68G,396,565,28,51,3,1
2024-JAN,ACTIVE,68H,798,798,14,7,0,0
2024-JAN,ACTIVE,68J,416,565,71,56,7,4
2024-JAN,ACTIVE,68K,507,590,170,102,5,2
2024-JAN,ACTIVE,68L,798,798,1,11,0,0
2024-JAN,ACTIVE,68M,298,475,15,17,5,3
2024-JAN,ACTIVE,68P,489,578,138,69,3,5
2024-JAN,ACTIVE,68Q,798,601,49,39,0,1
2024-JAN,ACTIVE,68R,447,618,99,130,6,4
2024-JAN,ACTIVE,68S,798,798,6,41,0,0
2024-JAN,ACTIVE,68T,471,608,55,53,2,2
2024-JAN,ACTIVE,68V,24,798,0,53,0,0
2024-JAN,ACTIVE,68W,340,539,836,888,108,56
2024-JAN,ACTIVE,68X,356,597,64,114,8,3
2024-JAN,ACTIVE,68Y,24,446,2,8,2,2
2024-JAN,ACTIVE,74D,266,397,151,265,29,15
2024-JAN,ACTIVE,79R,,24,,1,,1
2024-JAN,ACTIVE,79S,,798,,0,,0
2024-JAN,ACTIVE,88H,798,798,160,142,0,0
2024-JAN,ACTIVE,88K,24,798,1,2,1,0
2024-JAN,ACTIVE,88L,24,199,0,1,0,1
2024-JAN,ACTIVE,88M,267,535,482,999,126,35
2024-JAN,ACTIVE,88N,257,450,30,83,8,3
2024-JAN,ACTIVE,89A,24,,2,,2,
2024-JAN,ACTIVE,89B,398,504,233,83,19,4
2024-JAN,ACTIVE,89D,24,24,5,8,5,8
2024-JAN,ACTIVE,91A,24,411,4,98,4,7
2024-JAN,ACTIVE,91B,344,548,1004,1300,82,45
2024-JAN,ACTIVE,91C,403,798,144,226,6,0
2024-JAN,ACTIVE,91D,431,625,204,225,5,4
2024-JAN,ACTIVE,91E,354,798,98,129,7,0
2024-JAN,ACTIVE,91F,417,630,187,188,5,2
2024-JAN,ACTIVE,91H,166,468,18,51,6,1
2024-JAN,ACTIVE,91J,798,,70,,0,
2024-JAN,ACTIVE,91L,24,386,7,32,7,5
2024-JAN,ACTIVE,91M,24,343,6,94,6,11
2024-JAN,ACTIVE,91P,24,798,0,24,0,0
2024-JAN,ACTIVE,91S,798,798,83,141,0,0
2024-JAN,ACTIVE,92A,367,637,494,763,32,4
2024-JAN,ACTIVE,92F,379,622,545,595,34,9
2024-JAN,ACTIVE,92G,136,445,59,341,43,8
2024-JAN,ACTIVE,92L,798,,19,,0,
2024-JAN,ACTIVE,92M,798,798,9,4,0,0
2024-JAN,ACTIVE,92R,290,477,69,100,31,20
2024-JAN,ACTIVE,92S,302,543,8,22,2,1
2024-JAN,ACTIVE,92W,338,544,54,116,6,2
2024-JAN,ACTIVE,92Y,289,476,532,932,121,86
2024-JAN,ACTIVE,94A,364,798,24,14,2,0
2024-JAN,ACTIVE,94D,798,798,6,3,0,0
2024-JAN,ACTIVE,94E,381,798,61,6,3,0
2024-JAN,ACTIVE,94F,798,798,109,20,0,0
2024-JAN,ACTIVE,94H,798,798,3,6,0,0
2024-JAN,ACTIVE,94M,347,798,24,9,2,0
2024-JAN,ACTIVE,94P,24,252,1,6,1,3
2024-JAN,ACTIVE,94R,524,798,30,11,1,0
2024-JAN,ACTIVE,94S,205,798,2,1,2,0
2024-JAN,ACTIVE,94T,395,474,37,10,1,1
2024-JAN,ACTIVE,94Y,798,798,8,16,0,0
2025-JAN,ACTIVE,11B,462,540,2963,1926,218,106
2025-JAN,ACTIVE,11C,453,526,427,177,32,10
2025-JAN,ACTIVE,12B,24,388,48,332,48,17
2025-JAN,ACTIVE,12C,165,625,10,87,7,1
2025-JAN,ACTIVE,12D,24,24,0,0,0,0
2025-JAN,ACTIVE,12H,,460,,53,,8
2025-JAN,ACTIVE,12K,798,,5,,0,
2025-JAN,ACTIVE,12M,463,370,15,2,1,1
2025-JAN,ACTIVE,12N,399,648,150,243,24,15
2025-JAN,ACTIVE,12P,24,798,0,86,0,0
2025-JAN,ACTIVE,12R,24,,2,,2,
2025-JAN,ACTIVE,12T,24,24,2,1,2,1
2025-JAN,ACTIVE,12W,798,,15,,0,
2025-JAN,ACTIVE,12Y,24,253,2,11,2,6
2025-JAN,ACTIVE,13B,24,310,53,184,53,26
2025-JAN,ACTIVE,13F,24,434,31,228,31,12
2025-JAN,ACTIVE,13J,301,312,160,78,30,10
2025-JAN,ACTIVE,13M,24,24,11,12,11,12
2025-JAN,ACTIVE,13R,367,476,56,16,4,2
2025-JAN,ACTIVE,14E,448,798,123,60,2,0
2025-JAN,ACTIVE,14G,545,605,233,88,6,2
2025-JAN,ACTIVE,14H,470,592,86,93,5,4
2025-JAN,ACTIVE,14P,475,623,144,165,10,2
2025-JAN,ACTIVE,14T,495,522,251,142,16,7
2025-JAN,ACTIVE,15B,798,798,110,41,0,0
2025-JAN,ACTIVE,15C,669,711,233,72,7,5
2025-JAN,ACTIVE,15D,798,798,112,49,0,2
2025-JAN,ACTIVE,15E,587,617,84,27,1,2
2025-JAN,ACTIVE,15F,562,752,68,26,4,1
2025-JAN,ACTIVE,15G,641,798,84,50,1,0
2025-JAN,ACTIVE,15H,610,798,34,32,1,0
2025-JAN,ACTIVE,15M,428,758,53,39,7,1
2025-JAN,ACTIVE,15N,296,735,20,65,7,2
2025-JAN,ACTIVE,15P,360,662,58,120,6,1
2025-JAN,ACTIVE,15Q,299,321,47,27,12,13
2025-JAN,ACTIVE,15R,581,717,522,255,22,5
2025-JAN,ACTIVE,15T,491,564,455,372,28,3
2025-JAN,ACTIVE,15U,576,726,269,216,5,3
2025-JAN,ACTIVE,15W,474,668,146,73,15,5
2025-JAN,ACTIVE,15Y,445,721,140,144,10,2
2025-JAN,ACTIVE,17C,95,70,11,5,11,5
2025-JAN,ACTIVE,17E,24,24,18,8,18,8
2025-JAN,ACTIVE,19C,384,423,178,63,28,11
2025-JAN,ACTIVE,19D,196,326,187,145,98,40
2025-JAN,ACTIVE,19K,24,197,55,51,55,24
2025-JAN,ACTIVE,25B,635,717,998,696,44,26
2025-JAN,ACTIVE,25D,,24,,0,,0
2025-JAN,ACTIVE,25E,,164,,2,,2
2025-JAN,ACTIVE,25H,503,631,640,512,49,25
2025-JAN,ACTIVE,25S,404,723,166,237,25,9
2025-JAN,ACTIVE,25U,579,738,935,800,40,19
2025-JAN,ACTIVE,27D,301,798,30,122,8,0
2025-JAN,ACTIVE,31B,577,693,612,574,26,10
2025-JAN,ACTIVE,31D,24,381,0,9,0,5
2025-JAN,ACTIVE,31E,798,798,33,133,0,0
2025-JAN,ACTIVE,31K,554,694,62,19,7,1
2025-JAN,ACTIVE,35F,599,600,761,434,36,21
2025-JAN,ACTIVE,35G,595,641,265,167,17,9
2025-JAN,ACTIVE,35L,24,798,9,45,9,0
2025-JAN,ACTIVE,35M,457,588,158,112,17,10
2025-JAN,ACTIVE,35N,411,446,285,176,36,14
2025-JAN,ACTIVE,35PAZ,24,798,3,16,3,0
2025-JAN,ACTIVE,35PCM,24,24,2,1,2,1
2025-JAN,ACTIVE,35PFR,798,798,13,2,0,0
2025-JAN,ACTIVE,35PKP,798,798,22,47,0,0
2025-JAN,ACTIVE,35PPF,798,798,16,10,0,0
2025-JAN,ACTIVE,35PQB,633,798,47,34,1,1
2025-JAN,ACTIVE,35PRU,24,24,3,2,3,2
2025-JAN,ACTIVE,35S,24,391,4,57,4,5
2025-JAN,ACTIVE,35T,452,477,112,53,8,5
2025-JAN,ACTIVE,36B,718,798,156,101,1,0
2025-JAN,ACTIVE,37F,,24,,10,,10
2025-JAN,ACTIVE,42A,581,562,891,789,55,51
2025-JAN,ACTIVE,42R,798,798,56,126,0,2
2025-JAN,ACTIVE,46S,87,451,6,44,6,2
2025-JAN,ACTIVE,46T,798,798,30,23,0,0
2025-JAN,ACTIVE,46V,532,786,59,67,3,1
2025-JAN,ACTIVE,51C,,24,,0,,0
2025-JAN,ACTIVE,56M,438,698,81,165,11,4
2025-JAN,ACTIVE,68A,798,798,29,51,0,0
2025-JAN,ACTIVE,68B,391,798,11,6,3,0
2025-JAN,ACTIVE,68C,510,586,157,171,16,11
2025-JAN,ACTIVE,68D,507,555,92,69,11,5
2025-JAN,ACTIVE,68E,695,798,154,116,3,2
2025-JAN,ACTIVE,68F,215,798,10,40,4,0
2025-JAN,ACTIVE,68G,556,686,50,62,2,3
2025-JAN,ACTIVE,68H,798,798,18,14,0,0
2025-JAN,ACTIVE,68J,560,567,69,72,6,2
2025-JAN,ACTIVE,68K,651,608,164,131,13,8
2025-JAN,ACTIVE,68L,798,798,2,19,0,0
2025-JAN,ACTIVE,68M,545,562,38,32,3,5
2025-JAN,ACTIVE,68P,643,604,119,71,4,1
2025-JAN,ACTIVE,68Q,798,798,65,57,0,0
2025-JAN,ACTIVE,68R,644,798,123,121,3,1
2025-JAN,ACTIVE,68S,798,798,32,53,0,0
2025-JAN,ACTIVE,68T,798,798,61,59,0,0
2025-JAN,ACTIVE,68V,24,798,0,104,0,0
2025-JAN,ACTIVE,68W,420,655,793,1169,92,33
2025-JAN,ACTIVE,68X,498,571,82,95,4,2
2025-JAN,ACTIVE,68Y,24,578,1,5,1,1
2025-JAN,ACTIVE,74D,324,479,228,407,39,19
2025-JAN,ACTIVE,79R,,24,,1,,1
2025-JAN,ACTIVE,79S,,798,,3,,0
2025-JAN,ACTIVE,88H,798,798,180,182,0,0
2025-JAN,ACTIVE,88K,24,339,5,1,5,1
2025-JAN,ACTIVE,88L,24,798,2,5,2,0
2025-JAN,ACTIVE,88M,333,647,399,1115,88,39
2025-JAN,ACTIVE,88N,798,612,121,201,0,12
2025-JAN,ACTIVE,89A,24,,3,,3,
2025-JAN,ACTIVE,89B,500,426,222,82,17,15
2025-JAN,ACTIVE,89D,24,347,5,23,5,10
2025-JAN,ACTIVE,91A,24,445,7,131,7,10
2025-JAN,ACTIVE,91B,470,629,1084,1421,94,40
2025-JAN,ACTIVE,91C,502,798,139,224,10,1
2025-JAN,ACTIVE,91D,494,797,202,232,15,2
2025-JAN,ACTIVE,91E,477,743,86,127,3,2
2025-JAN,ACTIVE,91F,567,798,205,196,6,0
2025-JAN,ACTIVE,91H,24,656,3,84,3,2
2025-JAN,ACTIVE,91J,798,,68,,0,
2025-JAN,ACTIVE,91L,24,497,3,58,3,5
2025-JAN,ACTIVE,91M,24,477,8,140,8,2
2025-JAN,ACTIVE,91P,24,798,1,25,1,0
2025-JAN,ACTIVE,91S,479,798,94,154,8,0
2025-JAN,ACTIVE,92A,494,760,580,943,37,16
2025-JAN,ACTIVE,92F,508,752,548,702,33,10
2025-JAN,ACTIVE,92G,131,501,85,340,47,14
2025-JAN,ACTIVE,92L,761,,19,,1,
2025-JAN,ACTIVE,92M,300,195,5,3,1,2
2025-JAN,ACTIVE,92R,405,603,83,163,17,7
2025-JAN,ACTIVE,92S,24,577,3,12,3,3
2025-JAN,ACTIVE,92W,418,740,81,116,10,3
2025-JAN,ACTIVE,92Y,427,601,590,1195,55,30
2025-JAN,ACTIVE,94A,798,798,12,8,0,0
2025-JAN,ACTIVE,94D,798,798,7,7,0,0
2025-JAN,ACTIVE,94E,447,553,56,29,3,1
2025-JAN,ACTIVE,94F,575,718,80,17,1,1
2025-JAN,ACTIVE,94H,798,798,4,5,0,0
2025-JAN,ACTIVE,94M,798,798,26,21,0,0
2025-JAN,ACTIVE,94P,24,798,0,12,0,0
2025-JAN,ACTIVE,94R,798,798,26,12,0,0
2025-JAN,ACTIVE,94S,24,226,2,4,2,1
2025-JAN,ACTIVE,94T,798,798,37,13,0,0
2025-JAN,ACTIVE,94Y,798,798,1,7,0,0
2024-JUL,ACTIVE,11B,543,798,2488,1756,26,0
2024-JUL,ACTIVE,11C,460,798,353,111,23,1
2024-JUL,ACTIVE,12B,24,414,49,365,49,31
2024-JUL,ACTIVE,12C,24,528,6,70,6,8
2024-JUL,ACTIVE,12D,24,24,5,0,5,0
2024-JUL,ACTIVE,12H,,606,,38,,2
2024-JUL,ACTIVE,12K,798,,3,,0,
2024-JUL,ACTIVE,12M,369,24,9,1,3,1
2024-JUL,ACTIVE,12N,461,680,174,213,18,8
2024-JUL,ACTIVE,12P,24,798,0,73,0,0
2024-JUL,ACTIVE,12R,24,,1,,1,
2024-JUL,ACTIVE,12T,24,24,6,2,6,2
2024-JUL,ACTIVE,12W,319,,11,,1,
2024-JUL,ACTIVE,12Y,127,24,12,5,8,5
2024-JUL,ACTIVE,13B,24,354,35,174,35,24
2024-JUL,ACTIVE,13F,24,417,33,188,33,21
2024-JUL,ACTIVE,13J,311,403,166,70,29,8
